111,3777,25368
151,3617,25368
119,3073,25368
263,441,4348
127,8009,25368
5063,2929,25368
157,4681,30899
5119,2889,25368
5319,8881,37230
5079,7969,25368
5349,3521,25368
269,11313,41425
10717,7721,25368
5549,11217,41425
194,4473,36259
24,7889,25368
5586,4849,30899
5248,10209,41833
10746,3865,25368
64,2961,25368
5522,7585,25368
5786,7209,16302
48,2849,25368
5440,4825,30899
5456,4761,30899
5344,2969,25368
5368,2617,25368
5360,2977,25368
5424,4817,30899
5352,7713,25368
5286,3145,25368
10488,2793,25368
10576,225,4348
86,8145,25368
254,4417,36259
94,3393,25368
102,2713,25368
5560,425,4348
5664,11337,41425
36,7225,25554
5326,4889,30899
10950,257,4348
5270,8129,25368
5334,4689,30899
4436,8057,25368
121,3609,25368
201,2801,25368
209,8081,25368
257,4609,30899
369,393,4348
169,2937,25368
9724,3633,25368
4444,8137,25368
353,321,4348
65,10329,41833
5553,7281,16302
193,3041,25368
265,4737,30899
137,2865,25368
5569,7153,25554
10553,3465,25368
5321,7649,25368
5353,3321,25368
91,2769,25368
59,7777,25368
115,3385,25368
99,7993,25368
5211,3489,25368
5259,7697,25368
5515,8785,37230
10311,7937,25368
15047,3905,25368
15247,5849,26774
10391,4393,36259
10637,25,41833
10733,3033,25368
10925,4441,36259
15079,7953,25368
15071,7905,25368
20303,465,4348
10773,4673,30899
10869,209,4348
15853,3833,25368
15901,4777,30899
10690,3841,25368
15794,4625,30899
10722,2625,25368
10938,9993,25546
15690,3673,25368
15866,401,4348
15970,5545,20143
15706,2737,25368
10714,3761,25368
10730,3113,25368
10688,11249,41425
15786,4697,30899
16010,5833,26774
16018,11297,41425
10400,10337,41833
15480,3473,25368
15520,3553,25368
15536,3849,25368
15560,4585,30899
15528,3257,25368
16430,2609,25368
16462,7921,25368
16454,7873,25368
16470,5337,15147
14756,3193,25368
10838,7865,25368
21550,2825,25368
21838,8889,37230
16302,10201,41833
9844,193,4348
16406,2817,25368
16422,3417,25368
14860,433,4348
14980,11241,41425
16438,2953,25368
14676,10305,41833
14740,7849,25368
14868,361,4348
14972,7241,16302
14940,5601,20143
14780,8105,25368
15529,10185,41833
15785,5745,26774
15609,3425,25368
10569,8585,15521
10641,233,4348
15521,10257,41833
20673,3353,25368
15243,2761,25368
15227,3185,25368
15259,7825,25368
15283,6617,10376
10339,8801,37230
20475,2641,25368
20539,241,4348
20183,3121,25368
20199,7633,25368
20359,4425,36259
20659,7193,25554
15475,8777,37230
20143,10217,41833
29727,7945,25368
29743,3729,25368
29807,4649,30899
24919,7625,25368
24975,4977,30899
29719,3217,25368
24911,3289,25368
24935,3737,25368
24903,7617,25368
25039,337,4348
31317,3065,25368
21125,473,4348
20989,3817,25368
21181,4377,36259
26309,10025,25546
26221,3105,25368
26213,2857,25368
25874,8841,37230
25768,7113,25554
25666,7577,25368
25650,7609,25368
25674,3057,25368
30002,9,41833
20544,3001,25368
20736,8849,37230
30282,5449,20143
25496,4937,30899
21726,10049,25546
25424,3897,25368
25520,4705,30899
30384,10177,41833
25440,3089,25368
25512,4593,30899
25672,10057,25546
30640,2705,25368
21542,7593,25368
21590,2833,25368
21566,3769,25368
26950,4657,30899
26958,5001,30899
26774,10297,41833
26870,3345,25368
26790,10273,41833
26886,3409,25368
26902,3641,25368
25108,7169,16302
26846,3593,25368
26894,2753,25368
25100,7137,16302
30228,5009,30899
30156,3337,25368
30420,7217,25554
20665,8169,25368
20833,417,4348
30889,2905,25368
30140,3305,25368
20649,3785,25368
24876,3529,25368
30873,2697,25368
20459,8033,25368
20531,385,4348
31081,5441,20143
31105,7289,16302
29759,7985,25368
29983,5713,26774
31139,313,4348
31003,8097,25368
30955,7929,25368
31051,4713,30899
29959,7129,16302
35191,2649,25368
35199,3585,25368
20467,3241,25368
40191,3377,25368
40287,329,4348
40223,3153,25368
36549,4633,30899
31341,3665,25368
31397,10073,61848
31429,4785,30899
31541,4457,36259
35351,4385,36259
31325,8025,25368
34898,10017,25546
35183,3681,25368
35002,8825,37230
36405,10281,41833
34834,457,4348
39778,4921,30899
35824,7729,25368
36429,17,41833
31830,3249,25368
31862,3081,25368
35888,8073,25368
40984,7329,20299
35832,7817,25368
30274,5377,20143
30306,11369,41425
35840,3297,25368
35880,3177,25368
35928,4753,30899
37302,2841,25368
34746,2993,25368
37382,4641,30899
31854,2777,25368
40960,2657,25368
42350,7201,25554
30204,2633,25368
30456,3209,25368
30872,8769,37230
35004,3137,25368
31878,3577,25368
37510,10065,25546
37334,8161,25368
30905,7897,25368
42686,305,4348
36017,10289,41833
35012,3537,25368
35148,10033,25546
36241,345,4348
36113,2945,25368
31219,11289,41425
36161,3265,25368
36025,10225,41833
41355,201,4348
44999,3361,25368
41521,2985,25368
50343,177,4348
41347,281,4348
50223,3233,25368
50447,8873,37230
50247,3401,25368
39786,4553,30899
39938,5889,26774
40255,7833,25368
44642,7913,25368
44914,7161,16302
50362,7265,25554
36579,10041,25546
36667,11353,41425
50234,10001,25546
46008,3481,25368
44959,3745,25368
40968,7881,25368
50074,2689,25368
39706,3889,25368
51248,2729,25368
46112,265,4348
42134,7689,25368
46000,3169,25368
46777,7769,25368
50170,161,4348
50250,10009,25546
42158,3129,25368
42166,2665,25368
45756,2913,25368
51769,481,4348
41203,3369,25368
41219,8001,25368
45772,3753,25368
46443,185,4348
46004,5841,26774
55578,169,4348
55674,5881,26774
45804,4969,30899
46913,217,4348
46347,4985,30899
46323,3881,25368
46555,5513,20143
46769,3689,25368
46905,297,4348
51665,3009,25368
51227,10193,41833
51243,10241,41833
51323,7681,25368
50215,3561,25368
50271,4953,30899
41561,7641,25368
51657,3313,25368
51905,7249,16302
46307,7761,25368
46753,3793,25368
55506,4833,30899
55466,7673,25368
49954,10313,41833
50239,7745,25368
55450,2897,25368
51705,4601,30899
60674,4841,30899
51595,7313,25554
60514,10233,41833
60618,7809,25368
56649,3225,25368
55442,3513,25368
46459,377,4348
56624,3097,25368
51339,7737,25368
51240,2745,25368
55474,7857,25368
61912,7657,25368
61819,3705,25368
65762,3545,25368
65978,11273,41425
56243,3697,25368
56737,249,4348
56307,4665,30899
61729,3601,25368
65850,409,4348
66409,2673,25368
56403,4505,36259
56571,3457,25368
56563,7601,25368
61848,10321,41833
65906,4433,36259
61787,3625,25368
56681,5017,30899
56889,5857,26774
72225,3721,25368
72425,5457,20143
61817,353,4348
75986,3201,25368
70826,7753,25368
61864,10249,41833
62024,4793,30899
62208,7185,16302
66401,3497,25368
67121,289,4348
