87,12533,42078
175,13205,42078
319,7933,42078
383,13989,42078
1151,52541,36363
1407,54157,36363
1455,17365,36363
1495,42245,36363
1583,43597,36363
1615,53021,36363
1655,109261,36363
1767,45973,61681
1807,86125,61681
1839,82685,61681
1855,89909,61681
1879,44637,36363
1911,83661,61681
1935,98645,61681
5383,16077,42078
5759,14301,42078
5999,92837,61681
6015,92069,61681
6135,81261,61681
71,13981,42078
1303,56157,36363
1471,81373,61681
1511,36501,61681
1519,46413,61681
1607,52549,36363
1687,52557,36363
1759,96893,61681
1919,41853,36363
431,6109,42078
847,5829,42078
1007,103757,61681
1127,19597,36363
1271,86541,61681
1559,84093,61681
1623,126117,36363
1719,49829,36363
1799,42589,36363
1831,60805,36363
1863,115485,36363
1991,28221,36363
2007,68437,36363
2023,45981,61681
2063,47781,61681
2071,88429,61681
5167,13757,42078
5175,3405,35135
327,23021,42078
855,7941,42078
887,2061,35135
999,100997,61681
1119,51501,36363
1135,97341,61681
1439,20205,36363
1663,32893,61681
1887,82213,61681
1951,85453,61681
1975,68741,36363
1983,31613,61681
1999,36117,61681
5423,6301,42078
5511,23517,42078
5559,23301,42078
5567,3565,35135
5791,15909,42078
5903,31973,61681
5951,45845,61681
6031,53869,36363
6063,86029,61681
6495,33269,61681
6551,63045,36363
6687,46861,61681
6735,61981,36363
6799,65901,36363
487,22301,42078
791,23869,42078
1063,81797,61681
1311,50469,36363
1631,127109,36363
1671,28981,36363
1711,93573,61681
1751,54165,36363
1815,66125,36363
1847,28989,36363
1871,100333,61681
2047,84101,61681
5255,7445,42078
5391,12005,42078
5831,7589,42078
5911,46325,61681
6159,29069,36363
6479,48061,61681
6511,88845,61681
6711,37685,61681
6759,45029,61681
6791,36413,61681
471,2285,35135
503,110541,31229
631,1341,35135
727,14525,42078
1111,99013,61681
1159,109989,36363
1279,83237,61681
1527,17725,36363
1543,49821,36363
1567,68733,36363
1743,27461,36363
1895,80381,61681
223,2941,35135
247,16885,42078
543,110693,31229
687,6261,42078
1039,90269,61681
1447,101245,61681
1463,63605,36363
1551,114421,36363
1735,66765,36363
1791,99437,61681
1927,90277,61681
1943,36109,61681
1967,86133,61681
279,125373,30042
527,21549,42078
1503,95141,61681
1639,51149,36363
1647,92565,61681
1823,29293,36363
1903,97797,61681
2055,67093,36363
2079,43653,36363
6999,56317,36363
7071,89437,61681
7079,33685,61681
7183,37693,61681
7279,82533,61681
11287,92997,61681
11487,79013,61681
11639,46301,61681
11711,31445,61681
11719,24229,61681
11783,80741,61681
11799,43581,36363
11823,62557,36363
11831,61117,36363
12087,31925,61681
149,23813,42078
5583,1429,35135
5799,125157,30042
6087,68229,36363
6167,93949,61681
6175,115613,36363
6231,99325,61681
6407,88837,61681
6447,50245,36363
6623,32789,61681
6959,107589,36363
7087,118157,61681
397,15349,42078
573,12917,42078
653,21405,42078
669,5133,42078
797,12749,42078
6679,115629,36363
6695,98877,61681
6831,127965,36363
6863,114917,36363
6967,113613,36363
7055,96437,61681
7175,103221,61681
6327,107581,36363
6559,97693,61681
6607,45021,61681
6743,18869,36363
6879,27965,36363
6903,98533,61681
7007,18877,36363
7047,114925,36363
7215,95021,61681
7247,67181,36363
5359,13869,42078
5575,20813,42078
5631,15021,42078
5807,21365,42078
5895,19245,36363
5935,41605,36363
5983,34557,61681
6223,47661,61681
6415,78301,61681
6463,95013,61681
6535,45853,61681
6543,46845,61681
6583,29413,36363
6615,90581,61681
6639,68533,36363
6887,47669,61681
6951,119109,61681
6983,53125,36363
7015,43741,36363
7103,87989,61681
7159,28317,36363
7199,98541,61681
7239,89821,61681
7271,110093,36363
10415,6933,42078
10599,125285,30042
10807,14725,42078
317,21141,42078
613,13461,42078
805,1421,35135
933,102813,61681
1149,99821,61681
1221,49797,36363
5231,2781,35135
5591,1957,35135
6143,56309,36363
6335,55381,36363
6519,126821,36363
6599,34149,61681
6655,102765,61681
6671,53117,36363
6775,67173,36363
6807,17853,36363
6871,94341,61681
7167,30957,61681
7207,80829,61681
7255,116693,36363
589,2173,35135
661,1621,35135
997,62197,36363
1021,84005,61681
1117,104109,61681
1309,32013,61681
1429,51133,36363
1469,107125,36363
1653,50805,36363
1661,127525,36363
1685,55317,36363
1869,56133,36363
1893,32389,61681
1901,82605,61681
2157,46349,61681
