4396,11897,40808
31229,11817,40808
20617,11729,40808
25675,12121,75850
40404,11721,40808
40920,11793,40808
44554,11857,40808
46737,12057,75850
56608,11881,75850
56235,11785,40808
42078,12105,56608
60506,11761,20395
75930,12097,56608
5490,12017,46737
15424,12089,25675
10408,12129,65706
42054,12081,25675
36363,11689,15424
41441,11889,15424
50034,11777,25643
61681,11865,15424
30963,11921,51200
44943,11913,41441
75938,12113,26838
36089,11873,10384
5272,12025,30817
62,12145,42078
14,11985,30817
5203,12009,30817
14983,11905,30042
10424,11737,42078
10384,12153,42078
20395,11841,30042
20387,12225,45692
20135,11993,30817
21486,11833,42078
30042,12193,42078
30368,12169,42078
26838,12177,42078
20601,12233,5490
30817,12209,42078
25643,12041,30817
35135,12137,30042
36509,11945,30817
39650,11713,42078
35776,11825,42078
37294,11769,42078
40808,12161,42078
37246,12073,30042
37254,11801,42078
30520,11809,42078
36001,11977,30817
41115,12033,30817
44879,11961,30817
50199,12065,45692
45976,12001,30817
51200,11745,42078
42030,11929,30817
45700,11849,30042
45692,12201,42078
46243,11969,30817
60578,12049,30817
56593,12217,42078
61739,11753,42078
72185,12185,42078
65706,11937,30817
66321,11953,30817
5240,11705,75930
5131,11681,75930
15392,11697,75930
