2783,67163,71730,2003
3079,161139,45050,2009
3319,218067,30466,2003
3871,6619,31813,2007
4335,67219,66218,2006
4767,222075,21002,2008
607,27795,31813,2006
2159,104043,32262,2004
2343,26211,31813,2009
2375,2819,31993,1999
2479,34531,935,2006
2663,216387,61010,2000
2103,220123,16031,1999
2543,16395,35138,2001
2551,66627,71730,2004
2655,17051,35138,2005
2919,71091,45122,2006
3279,150499,31813,2003
7399,212211,30466,2000
1183,19411,35138,2010
2447,89923,45122,2009
2895,50931,6153,2002
2967,146555,1078,1999
3607,19107,35138,2004
3631,77667,32229,2002
3647,70323,45122,2006
3663,93251,42376,2002
3895,205603,30466,2005
2959,8155,31813,2003
3007,200971,398,2004
3191,149251,31813,2006
3511,38747,6262,1999
3527,19419,35138,2005
4255,40419,596,2000
4263,28107,31813,2003
4527,27603,31813,2004
4903,150387,31813,2002
7287,40291,56714,2004
575,211851,30466,2007
1175,17395,35138,2003
4319,75051,32229,1999
4615,11443,35138,2006
1591,8147,31813,2003
2271,192171,41376,2005
2855,26083,31813,2003
2951,19283,35138,2005
2327,123931,30466,1999
2839,89195,45122,2002
3047,149771,31813,2007
3143,19571,35138,2006
3823,150211,31813,2001
3831,181179,30466,2004
7911,90515,45122,2006
7919,131707,116,2000
8527,102395,40218,2002
8655,212219,30466,2006
8791,194187,26000,2010
7639,124251,30466,2008
7823,120947,32465,2008
8431,68971,45122,2006
8743,20763,52097,1998
9831,35531,935,2006
9935,197467,10419,1999
9951,149747,31813,2004
9983,16683,35138,2001
4231,9603,35138,2009
4591,19579,35138,2000
4719,162339,56378,2003
8583,170347,16107,2007
8591,71643,45122,2000
7383,117275,45122,1999
7727,149443,31813,2007
8191,218371,30466,2008
8343,6851,31813,2000
8423,15227,35138,2006
9383,181747,30466,2007
9959,175291,37299,2007
11663,10971,21234,2008
2397,149259,31813,2003
7423,56187,31465,2007
7775,205899,30466,2004
8975,15395,35138,2006
9135,213299,30466,2009
9391,198699,20580,2007
9431,214347,30466,2006
9799,166019,5705,2010
2269,198675,20580,2002
2413,27475,31813,2002
3703,132955,116,2006
4439,124107,16315,2010
4463,131995,40607,1999
7127,217995,30466,2003
7223,7251,31813,2005
8223,88299,45122,2007
1733,93291,42376,2007
2349,204643,30466,1999
2853,39315,56714,2009
3021,179579,30466,2008
3733,212027,30466,2006
3781,207331,30466,2008
7327,7979,31813,2002
7847,163587,56378,2005
8383,15603,35138,2006
8495,161387,45050,2003
9183,108979,52067,2007
9575,35163,935,2009
9647,9491,35138,2007
1453,89691,45122,2001
2109,51667,27718,2001
2285,217291,30466,2010
10095,28171,31813,2005
10191,51363,6153,2006
1709,179731,30466,2004
2277,158651,11361,2008
2461,8899,31813,2000
2469,148419,31813,2007
2741,50315,27718,2000
2797,171227,21090,2002
2941,50195,6153,2001
2957,16179,35138,2007
2997,69379,45122,2006
3093,165099,5705,2009
3173,49275,50727,2004
7303,212987,30466,2004
7479,18691,35138,2001
7599,43643,52219,2010
10055,118443,45122,2010
1445,122307,42193,2000
9767,7699,31813,2009
9943,75587,32229,2005
2813,213515,30466,2006
3237,148035,31813,2001
3693,179739,30466,2008
3773,16403,35138,2003
2661,7891,31813,2010
2909,24283,37393,2007
3597,89075,45122,2003
3637,217827,30466,1999
4365,179867,17430,2003
4701,178659,1124,2005
7949,90187,45122,2002
8317,163963,56378,2001
2837,76355,32229,2006
3933,10579,35138,2003
3965,211843,30466,2006
4333,8451,31813,2003
4973,6259,31813,1999
8951,148163,31813,2005
9247,77971,32229,2008
9423,216667,61010,2008
3005,9275,35138,2009
3189,163779,56378,2002
4029,90819,45122,2008
4093,39243,596,2009
4117,217011,30466,2003
4821,43699,52219,2005
5317,218875,30466,2001
7117,51091,6153,2007
7557,125571,30466,2010
7637,10795,35138,2008
7677,26731,31813,2010
2589,179963,30466,2004
3317,120411,60922,2002
4197,213227,30466,2009
4573,77187,26690,2003
4725,2403,31993,2010
4901,169643,6207,1998
5365,71379,45122,2007
5741,198443,20580,2009
7837,75603,32229,2003
3725,212107,30466,2002
3797,25219,37393,2008
8013,206379,30466,2001
8773,10051,35138,2009
8789,15427,35138,2004
9261,114411,30303,2008
2765,213347,30466,2009
2933,291,20580,1999
5133,10643,35138,2007
4301,56475,27285,2005
4413,89131,45122,2008
4789,41827,77745,2006
4917,163859,56378,2006
7877,148867,31813,2007
7901,43683,52219,2005
7909,148691,31813,2007
8165,39979,596,2006
8325,25771,31813,2007
8749,11507,35138,2005
9021,169627,41284,2006
9253,214211,30466,2004
9325,62755,11179,2000
9989,121723,32465,2000
10901,9851,35138,2010
2354,71571,45122,2008
3194,89915,45122,2007
7925,90555,45122,2007
8237,40811,596,2006
8285,52203,25944,2006
8349,7731,31813,2004
8453,180115,30466,2002
8517,15963,35138,2006
9053,70475,45122,2000
9109,193819,41340,2009
9141,147795,31813,2010
3493,92771,42376,2001
