Forum.id|Person.id
824633720832|26388279066636
1030792151041|26388279066636
1099511627778|26388279066636
1030792151043|26388279066636
824633720836|26388279066636
962072674310|26388279066636
893353197576|26388279066636
549755813900|17592186044504
618475290637|19791209300058
206158430222|6597069766695
618475290639|6597069766695
962072674320|6597069766695
343597383697|6597069766695
481036337170|6597069766695
549755813907|6597069766695
618475290644|6597069766695
755914244117|6597069766695
481036337175|6597069766695
618475290648|6597069766695
893353197593|6597069766695
687194767386|6597069766695
274877906971|6597069766695
343597383708|6597069766695
481036337181|6597069766695
274877906974|6597069766695
618475290655|6597069766695
893353197600|6597069766695
893353197601|6597069766695
549755813922|6597069766695
824633720867|6597069766695
1030792151076|6597069766695
962072674341|6597069766695
687194767398|6597069766695
687194767401|6597069766695
549755813930|6597069766695
343597383723|6597069766695
481036337196|6597069766695
412316860461|13194139533332
1030792151086|13194139533332
755914244143|13194139533332
481036337201|13194139533332
893353197618|13194139533332
412316860467|13194139533332
687194767413|13194139533332
755914244151|13194139533332
893353197624|13194139533332
618475290681|13194139533332
962072674362|13194139533332
962072674363|13194139533332
687194767420|13194139533332
1099511627837|13194139533332
755914244158|13194139533332
481036337215|13194139533332
549755813952|13194139533332
893353197633|13194139533332
481036337218|13194139533332
549755813955|13194139533332
893353197636|13194139533332
687194767429|13194139533332
962072674374|30786325577812
1030792151113|30786325577812
962072674378|30786325577812
1030792151115|30786325577812
77|65
549755813966|65
755914244175|65
1030792151120|65
824633720913|65
137438953555|65
1030792151124|65
755914244181|65
893353197654|65
1030792151127|65
618475290712|65
549755813979|65
687194767452|65
274877907037|65
343597383774|65
687194767455|65
274877907040|65
206158430305|65
1030792151138|65
412316860515|65
824633720932|65
618475290725|65
481036337254|65
412316860519|65
206158430312|65
893353197673|65
481036337259|65
68719476844|65
137438953581|65
274877907054|65
824633720943|65
274877907057|8796093022290
618475290738|8796093022290
1030792151155|8796093022290
687194767476|8796093022290
687194767478|8796093022290
481036337271|8796093022290
1030792151160|8796093022290
687194767481|8796093022290
412316860538|8796093022290
549755814012|8796093022290
618475290749|8796093022290
687194767486|8796093022290
962072674431|8796093022290
343597383808|8796093022290
412316860545|8796093022290
618475290754|8796093022290
962072674435|8796093022290
755914244228|8796093022290
343597383813|8796093022290
549755814022|8796093022290
412316860552|8796093022290
1030792151177|8796093022290
755914244234|8796093022290
1030792151179|8796093022290
137438953612|4398046511154
481036337293|15393162788865
755914244238|24189255811103
824633720975|26388279066717
206158430352|6597069766725
343597383825|10995116277820
755914244242|24189255811086
1030792151187|32985348833314
68719476884|2199023255637
137438953621|4398046511152
549755814038|4398046511152
274877907096|4398046511152
687194767513|4398046511152
824633720986|4398046511152
893353197723|4398046511152
962072674460|4398046511152
1030792151197|4398046511152
481036337310|4398046511152
206158430367|4398046511152
274877907104|4398046511152
549755814049|4398046511152
274877907106|4398046511152
755914244259|4398046511152
343597383844|4398046511152
893353197733|4398046511152
137438953638|4398046511152
206158430375|4398046511152
893353197736|4398046511152
1030792151209|4398046511152
206158430378|4398046511152
893353197739|4398046511152
618475290796|4398046511152
962072674477|4398046511152
1030792151214|4398046511152
274877907119|4398046511152
893353197744|4398046511152
481036337329|4398046511152
343597383858|4398046511152
962072674483|4398046511152
1030792151220|4398046511152
618475290805|19791209299993
68719476918|2199023255558
824633721015|2199023255558
755914244280|2199023255558
549755814073|2199023255558
893353197754|2199023255558
618475290811|2199023255558
893353197756|2199023255558
1030792151229|2199023255558
549755814078|2199023255558
274877907135|2199023255558
755914244288|2199023255558
962072674497|2199023255558
274877907138|2199023255558
274877907139|2199023255558
137438953668|2199023255558
618475290821|2199023255558
412316860614|2199023255558
687194767559|2199023255558
206158430408|2199023255558
206158430409|2199023255558
549755814090|2199023255558
824633721035|2199023255558
824633721036|2199023255558
412316860621|2199023255558
274877907150|2199023255558
1030792151247|2199023255558
618475290832|2199023255558
412316860625|2199023255558
755914244306|2199023255558
206158430419|2199023255558
755914244309|2199023255558
412316860630|2199023255558
137438953687|2199023255558
687194767576|21990232555586
755914244313|24189255811155
755914244314|24189255811164
755914244315|24189255811164
962072674524|24189255811164
962072674525|24189255811164
962072674526|24189255811164
824633721055|24189255811164
1030792151266|24189255811164
1030792151267|24189255811164
893353197796|24189255811164
962072674533|24189255811164
893353197798|24189255811164
549755814119|17592186044494
618475290856|17592186044494
962072674538|17592186044494
962072674540|17592186044494
618475290862|17592186044494
1030792151279|17592186044494
687194767601|17592186044494
1030792151282|17592186044494
755914244339|17592186044494
1030792151284|17592186044494
962072674550|17592186044494
687194767607|17592186044494
962072674552|17592186044494
618475290873|17592186044494
206158430458|6597069766693
481036337403|15393162788922
1030792151293|15393162788922
824633721086|15393162788922
618475290879|15393162788922
1099511628034|15393162788922
824633721091|15393162788922
824633721092|15393162788922
549755814149|15393162788922
