Person.id|Tag.id
26388279066636|1524
26388279066636|2041
26388279066636|14812
17592186044504|275
17592186044504|784
17592186044504|1762
17592186044504|1990
17592186044504|2856
17592186044504|11633
17592186044504|11872
19791209300058|1429
19791209300058|5721
19791209300058|6365
6597069766695|206
6597069766695|299
6597069766695|449
6597069766695|469
6597069766695|545
6597069766695|565
6597069766695|573
6597069766695|579
6597069766695|596
6597069766695|974
6597069766695|1021
6597069766695|1022
6597069766695|1164
6597069766695|1170
6597069766695|1171
6597069766695|1176
6597069766695|1178
6597069766695|1186
6597069766695|1191
6597069766695|1195
6597069766695|1201
6597069766695|1205
6597069766695|1421
6597069766695|1614
6597069766695|1674
6597069766695|1759
6597069766695|1764
6597069766695|1930
6597069766695|1953
6597069766695|1984
6597069766695|1985
6597069766695|2003
6597069766695|2018
6597069766695|2049
6597069766695|2083
6597069766695|2095
6597069766695|2118
6597069766695|2787
6597069766695|2797
6597069766695|2823
6597069766695|2848
6597069766695|2895
6597069766695|2928
6597069766695|2959
6597069766695|2966
6597069766695|2973
6597069766695|3024
6597069766695|3026
6597069766695|3048
6597069766695|3070
6597069766695|3111
6597069766695|4849
6597069766695|5078
6597069766695|5117
6597069766695|5159
6597069766695|5191
6597069766695|5192
6597069766695|5258
6597069766695|6395
6597069766695|6418
6597069766695|6945
6597069766695|7580
6597069766695|7683
6597069766695|9036
6597069766695|9084
6597069766695|9170
6597069766695|9177
6597069766695|9477
6597069766695|11254
6597069766695|11375
6597069766695|11408
6597069766695|11531
6597069766695|11743
6597069766695|14036
13194139533332|280
13194139533332|284
13194139533332|448
13194139533332|540
13194139533332|806
13194139533332|1028
13194139533332|1185
13194139533332|1615
13194139533332|1644
13194139533332|1984
13194139533332|1985
13194139533332|2779
13194139533332|2799
13194139533332|2826
13194139533332|2878
13194139533332|2890
13194139533332|2945
13194139533332|3004
13194139533332|3010
13194139533332|3083
13194139533332|5156
13194139533332|5158
13194139533332|5854
13194139533332|6071
13194139533332|6377
13194139533332|6658
13194139533332|6962
13194139533332|6990
13194139533332|7534
13194139533332|14189
13194139533332|14956
30786325577812|138
30786325577812|206
30786325577812|565
30786325577812|587
30786325577812|776
30786325577812|778
30786325577812|796
30786325577812|976
30786325577812|1207
30786325577812|1444
30786325577812|1547
30786325577812|1667
30786325577812|1681
30786325577812|1996
30786325577812|2077
30786325577812|2085
30786325577812|2785
30786325577812|2788
30786325577812|2816
30786325577812|2838
30786325577812|2869
30786325577812|5192
30786325577812|6385
30786325577812|6409
30786325577812|7594
30786325577812|9317
30786325577812|9474
65|139
65|278
65|522
65|524
65|598
65|801
65|807
65|973
65|1180
65|1614
65|1763
65|1764
65|1909
65|1953
65|1986
65|1992
65|2000
65|2001
65|2018
65|2048
65|2083
65|2782
65|2783
65|2801
65|2817
65|2827
65|2830
65|2836
65|2961
65|3072
65|3095
65|3109
65|4895
65|5013
65|5147
65|5303
65|5702
65|6363
65|6413
65|6945
65|7009
65|7015
65|7520
65|9146
65|9436
65|10782
8796093022290|543
4398046511154|140
4398046511154|205
4398046511154|279
4398046511154|417
4398046511154|538
4398046511154|565
4398046511154|571
4398046511154|577
4398046511154|598
4398046511154|795
4398046511154|805
4398046511154|973
4398046511154|978
4398046511154|1152
4398046511154|1188
4398046511154|1452
4398046511154|1616
4398046511154|1671
4398046511154|1986
4398046511154|2003
4398046511154|2008
4398046511154|2009
4398046511154|2018
4398046511154|2089
4398046511154|2779
4398046511154|2780
4398046511154|2789
4398046511154|2790
4398046511154|2807
4398046511154|2813
4398046511154|2819
4398046511154|2826
4398046511154|2828
4398046511154|2833
4398046511154|2835
4398046511154|2881
4398046511154|2894
4398046511154|2900
4398046511154|2902
4398046511154|2914
4398046511154|2937
4398046511154|2983
4398046511154|2989
4398046511154|2998
4398046511154|3018
4398046511154|3037
4398046511154|3066
4398046511154|3082
4398046511154|3108
4398046511154|4844
4398046511154|4847
4398046511154|5085
4398046511154|5156
4398046511154|5197
4398046511154|6449
4398046511154|6525
4398046511154|6556
4398046511154|6697
4398046511154|6733
4398046511154|6982
4398046511154|7835
4398046511154|8949
4398046511154|9058
4398046511154|9076
4398046511154|9209
4398046511154|9329
4398046511154|9729
4398046511154|9862
4398046511154|10446
4398046511154|10499
4398046511154|11289
4398046511154|11586
4398046511154|11657
4398046511154|12257
4398046511154|12594
4398046511154|13821
4398046511154|14664
15393162788865|461
15393162788865|592
15393162788865|1024
15393162788865|1195
15393162788865|1548
15393162788865|1985
15393162788865|1988
15393162788865|2034
15393162788865|2067
15393162788865|2782
15393162788865|5117
15393162788865|5124
15393162788865|5147
15393162788865|7603
15393162788865|13138
24189255811103|1410
26388279066717|975
26388279066717|2086
26388279066717|2782
26388279066717|9261
26388279066717|11226
6597069766725|138
6597069766725|147
6597069766725|524
6597069766725|570
6597069766725|779
6597069766725|788
6597069766725|973
6597069766725|1031
6597069766725|1185
6597069766725|1546
6597069766725|1614
6597069766725|1617
6597069766725|1671
6597069766725|1682
6597069766725|1910
6597069766725|1923
6597069766725|1999
6597069766725|2002
6597069766725|2015
6597069766725|2049
6597069766725|2058
6597069766725|2082
6597069766725|2089
6597069766725|2103
6597069766725|2779
6597069766725|2781
6597069766725|2784
6597069766725|2794
6597069766725|2807
6597069766725|2816
6597069766725|2834
6597069766725|2852
6597069766725|2912
6597069766725|2944
6597069766725|2955
6597069766725|2998
6597069766725|3001
6597069766725|3041
6597069766725|3048
6597069766725|3069
6597069766725|3086
6597069766725|5118
6597069766725|5147
6597069766725|5191
6597069766725|5607
6597069766725|5763
6597069766725|6704
6597069766725|7522
6597069766725|7594
6597069766725|7694
6597069766725|8192
6597069766725|8526
6597069766725|8537
6597069766725|9098
6597069766725|9319
6597069766725|10096
6597069766725|11743
6597069766725|11795
6597069766725|13665
10995116277820|1410
24189255811086|139
24189255811086|290
24189255811086|584
24189255811086|779
24189255811086|781
24189255811086|782
24189255811086|783
24189255811086|804
24189255811086|1031
24189255811086|1621
24189255811086|1760
24189255811086|1763
24189255811086|1997
24189255811086|2001
24189255811086|2008
24189255811086|2031
24189255811086|2038
24189255811086|2045
24189255811086|2067
24189255811086|2074
24189255811086|2794
24189255811086|2797
24189255811086|2824
24189255811086|2825
24189255811086|2826
24189255811086|2865
24189255811086|2870
24189255811086|2908
24189255811086|2938
24189255811086|2942
24189255811086|2999
24189255811086|3020
24189255811086|3035
24189255811086|3041
24189255811086|3043
24189255811086|3044
24189255811086|5063
24189255811086|5156
24189255811086|5163
24189255811086|6763
24189255811086|6887
24189255811086|6991
24189255811086|7148
24189255811086|7507
24189255811086|7517
24189255811086|8225
24189255811086|8372
24189255811086|10712
24189255811086|10925
24189255811086|11515
24189255811086|11582
32985348833314|458
32985348833314|790
32985348833314|1200
32985348833314|2033
32985348833314|2789
32985348833314|2790
32985348833314|2871
32985348833314|2932
32985348833314|4966
32985348833314|7005
2199023255637|224
4398046511152|590
4398046511152|777
4398046511152|1747
4398046511152|2903
4398046511152|6383
4398046511152|9510
19791209299993|246
