id|imageFile|creationDate|locationIP|browserUsed|language|content|length
1099511627776|photo1099511627776.jpg|2012-09-12T15:31:12.983+0000|41.78.114.237|Internet Explorer|||0
1099511627777|photo1099511627777.jpg|2012-09-12T15:31:13.983+0000|196.1.135.241|Internet Explorer|||0
1099511627778|photo1099511627778.jpg|2012-09-12T15:31:14.983+0000|196.1.135.241|Internet Explorer|||0
1099511627779|photo1099511627779.jpg|2012-09-12T15:31:15.983+0000|196.1.135.241|Internet Explorer|||0
1099511627780|photo1099511627780.jpg|2012-09-12T15:31:16.983+0000|196.1.135.241|Internet Explorer|||0
1099511627781|photo1099511627781.jpg|2012-09-12T15:31:17.983+0000|196.1.135.241|Internet Explorer|||0
1099511627782|photo1099511627782.jpg|2012-09-12T15:31:18.983+0000|196.1.135.241|Internet Explorer|||0
1099511627783|photo1099511627783.jpg|2012-09-12T15:31:19.983+0000|196.1.135.241|Internet Explorer|||0
1099511627784|photo1099511627784.jpg|2012-09-12T15:31:20.983+0000|196.1.135.241|Internet Explorer|||0
1099511627785|photo1099511627785.jpg|2012-09-12T15:31:21.983+0000|196.1.135.241|Internet Explorer|||0
1099511627786|photo1099511627786.jpg|2012-09-12T15:31:22.983+0000|196.1.135.241|Internet Explorer|||0
1099511627787|photo1099511627787.jpg|2012-09-12T15:31:23.983+0000|196.1.135.241|Internet Explorer|||0
1099511627788|photo1099511627788.jpg|2012-09-12T15:31:24.983+0000|196.1.135.241|Internet Explorer|||0
1099511627789|photo1099511627789.jpg|2012-09-12T15:31:25.983+0000|196.1.135.241|Internet Explorer|||0
1099511627790|photo1099511627790.jpg|2012-09-12T15:31:26.983+0000|196.1.135.241|Internet Explorer|||0
1099511627791|photo1099511627791.jpg|2012-09-12T15:31:27.983+0000|196.1.135.241|Internet Explorer|||0
1099511627792|photo1099511627792.jpg|2012-09-12T15:31:28.983+0000|196.1.135.241|Internet Explorer|||0
1099511627793|photo1099511627793.jpg|2012-09-12T15:31:29.983+0000|196.1.135.241|Internet Explorer|||0
1099511627794|photo1099511627794.jpg|2012-09-12T15:31:30.983+0000|193.41.40.248|Internet Explorer|||0
1030792151059|photo1030792151059.jpg|2012-08-05T16:34:33.099+0000|196.1.135.241|Internet Explorer|||0
1030792151060|photo1030792151060.jpg|2012-08-05T16:34:34.099+0000|196.1.135.241|Internet Explorer|||0
1030792151061|photo1030792151061.jpg|2012-08-05T16:34:35.099+0000|196.1.135.241|Internet Explorer|||0
1030792151062|photo1030792151062.jpg|2012-08-05T16:34:36.099+0000|196.1.135.241|Internet Explorer|||0
1030792151063|photo1030792151063.jpg|2012-08-05T16:34:37.099+0000|196.1.135.241|Internet Explorer|||0
1030792151064|photo1030792151064.jpg|2012-08-05T16:34:38.099+0000|196.1.135.241|Internet Explorer|||0
1030792151065|photo1030792151065.jpg|2012-08-05T16:34:39.099+0000|196.1.135.241|Internet Explorer|||0
1030792151066|photo1030792151066.jpg|2012-08-05T16:34:40.099+0000|196.1.135.241|Internet Explorer|||0
1030792151067|photo1030792151067.jpg|2012-08-05T16:34:41.099+0000|196.1.135.241|Internet Explorer|||0
1030792151068|photo1030792151068.jpg|2012-08-05T16:34:42.099+0000|196.1.135.241|Internet Explorer|||0
1030792151069|photo1030792151069.jpg|2012-08-05T16:34:43.099+0000|196.1.135.241|Internet Explorer|||0
1030792151070|photo1030792151070.jpg|2012-08-05T16:34:44.099+0000|196.1.135.241|Internet Explorer|||0
1030792151071|photo1030792151071.jpg|2012-08-05T16:34:45.099+0000|196.1.135.241|Internet Explorer|||0
1030792151072|photo1030792151072.jpg|2012-08-05T16:34:46.099+0000|196.1.135.241|Internet Explorer|||0
1030792151073|photo1030792151073.jpg|2012-08-05T16:34:47.099+0000|196.1.135.241|Internet Explorer|||0
1030792151074|photo1030792151074.jpg|2012-08-05T16:34:48.099+0000|196.1.135.241|Internet Explorer|||0
824633720867|photo824633720867.jpg|2012-02-15T15:12:06.297+0000|196.1.135.241|Internet Explorer|||0
824633720868|photo824633720868.jpg|2012-02-15T15:12:07.297+0000|196.1.135.241|Internet Explorer|||0
824633720869|photo824633720869.jpg|2012-02-15T15:12:08.297+0000|196.1.135.241|Internet Explorer|||0
824633720870|photo824633720870.jpg|2012-02-15T15:12:09.297+0000|196.1.135.241|Internet Explorer|||0
824633720871|photo824633720871.jpg|2012-02-15T15:12:10.297+0000|196.1.135.241|Internet Explorer|||0
824633720872|photo824633720872.jpg|2012-02-15T15:12:11.297+0000|196.1.135.241|Internet Explorer|||0
824633720873|photo824633720873.jpg|2012-02-15T15:12:12.297+0000|196.1.135.241|Internet Explorer|||0
962072674347|photo962072674347.jpg|2012-06-02T00:53:09.023+0000|196.1.135.241|Internet Explorer|||0
962072674348|photo962072674348.jpg|2012-06-02T00:53:10.023+0000|196.1.135.241|Internet Explorer|||0
893353197629|photo893353197629.jpg|2012-05-05T20:20:59.263+0000|196.1.135.241|Internet Explorer|||0
893353197630|photo893353197630.jpg|2012-05-05T20:21:00.263+0000|196.1.135.241|Internet Explorer|||0
893353197631|photo893353197631.jpg|2012-05-05T20:21:01.263+0000|196.1.135.241|Internet Explorer|||0
893353197632|photo893353197632.jpg|2012-05-05T20:21:02.263+0000|196.1.135.241|Internet Explorer|||0
893353197633|photo893353197633.jpg|2012-05-05T20:21:03.263+0000|196.1.135.241|Internet Explorer|||0
893353197634|photo893353197634.jpg|2012-05-05T20:21:04.263+0000|196.1.135.241|Internet Explorer|||0
893353197635|photo893353197635.jpg|2012-05-05T20:21:05.263+0000|196.1.135.241|Internet Explorer|||0
893353197636|photo893353197636.jpg|2012-05-05T20:21:06.263+0000|196.1.135.241|Internet Explorer|||0
893353197637|photo893353197637.jpg|2012-05-05T20:21:07.263+0000|196.1.135.241|Internet Explorer|||0
893353197638|photo893353197638.jpg|2012-05-05T20:21:08.263+0000|196.1.135.241|Internet Explorer|||0
893353197639|photo893353197639.jpg|2012-05-05T20:21:09.263+0000|196.1.135.241|Internet Explorer|||0
893353197640|photo893353197640.jpg|2012-05-05T20:21:10.263+0000|24.137.200.54|Internet Explorer|||0
893353197641|photo893353197641.jpg|2012-05-05T20:21:11.263+0000|196.1.135.241|Internet Explorer|||0
893353197642|photo893353197642.jpg|2012-05-05T20:21:12.263+0000|196.1.135.241|Internet Explorer|||0
893353197643|photo893353197643.jpg|2012-05-05T20:21:13.263+0000|196.1.135.241|Internet Explorer|||0
893353197644|photo893353197644.jpg|2012-05-05T20:21:14.263+0000|196.1.135.241|Internet Explorer|||0
893353197645|photo893353197645.jpg|2012-05-05T20:21:15.263+0000|196.1.135.241|Internet Explorer|||0
893353197646|photo893353197646.jpg|2012-05-05T20:21:16.263+0000|192.231.175.92|Internet Explorer|||0
893353197647|photo893353197647.jpg|2012-05-05T20:21:17.263+0000|196.1.135.241|Internet Explorer|||0
893353197648|photo893353197648.jpg|2012-05-05T20:21:18.263+0000|196.1.135.241|Internet Explorer|||0
824633720933||2012-01-14T19:43:04.310+0000|1.4.40.92|Chrome|uz|About Norodom Sihanouk, November 1953, when France granted independence to CamAbout Billy Joel, ued to tour|107
755914244200||2012-01-04T11:51:06.095+0000|1.4.40.92|Chrome|uz|About Sanath Jayasuriya,  2010 Sri Lankan geAbout William Ewart Gladstone, me as if I were a p|94
618475290729|photo618475290729.jpg|2011-07-09T19:03:57.891+0000|31.192.132.124|Firefox|||0
618475290730|photo618475290730.jpg|2011-07-09T19:03:58.891+0000|31.192.132.124|Firefox|||0
618475290731|photo618475290731.jpg|2011-07-09T19:03:59.891+0000|31.192.132.124|Firefox|||0
618475290732|photo618475290732.jpg|2011-07-09T19:04:00.891+0000|31.192.132.124|Firefox|||0
618475290733|photo618475290733.jpg|2011-07-09T19:04:01.891+0000|31.192.132.124|Firefox|||0
618475290734|photo618475290734.jpg|2011-07-09T19:04:02.891+0000|31.192.132.124|Firefox|||0
962072674415|photo962072674415.jpg|2012-05-17T15:54:27.524+0000|31.192.132.124|Firefox|||0
962072674416|photo962072674416.jpg|2012-05-17T15:54:28.524+0000|31.192.132.124|Firefox|||0
962072674417|photo962072674417.jpg|2012-05-17T15:54:29.524+0000|31.192.132.124|Firefox|||0
962072674418|photo962072674418.jpg|2012-05-17T15:54:30.524+0000|112.137.161.115|Firefox|||0
962072674419|photo962072674419.jpg|2012-05-17T15:54:31.524+0000|31.192.132.124|Firefox|||0
962072674420|photo962072674420.jpg|2012-05-17T15:54:32.524+0000|31.192.132.124|Firefox|||0
962072674421|photo962072674421.jpg|2012-05-17T15:54:33.524+0000|31.192.132.124|Firefox|||0
