Comment.id|Post.id
824633720934|824633720933
824633720935|824633720933
618475291040|618475291039
618475291041|618475291039
618475291042|618475291039
618475291043|618475291039
618475291044|618475291039
618475291045|618475291039
618475291051|618475291039
618475291052|618475291039
618475291054|618475291039
618475291056|618475291039
618475291057|618475291039
618475291058|618475291039
962072674740|962072674739
962072674741|962072674739
962072674742|962072674739
962072674744|962072674739
962072674746|962072674739
824633721276|824633721275
824633721277|824633721275
824633721279|824633721275
824633721281|824633721275
824633721282|824633721275
893353198020|893353198019
893353198021|893353198019
893353198022|893353198019
893353198025|893353198019
893353198031|893353198019
893353198036|893353198035
893353198037|893353198035
893353198038|893353198035
893353198039|893353198035
893353198041|893353198035
893353198042|893353198035
549755815266|549755815265
549755815267|549755815265
549755815269|549755815265
549755815272|549755815265
549755815273|549755815265
893353198955|893353198954
893353198956|893353198954
893353198957|893353198954
893353198958|893353198954
893353198959|893353198954
893353198963|893353198954
893353198968|893353198967
1030792152443|1030792152442
1030792152444|1030792152442
1030792152445|1030792152442
1030792152446|1030792152442
1030792152450|1030792152442
1030792152453|1030792152442
1030792152457|1030792152442
1030792152458|1030792152442
412316861836|412316861835
412316861837|412316861835
412316861838|412316861835
412316861839|412316861835
412316861844|412316861835
412316861845|412316861835
412316861847|412316861835
412316861848|412316861835
412316861850|412316861835
412316861851|412316861835
549755815326|549755815325
549755815327|549755815325
549755815328|549755815325
755914245538|755914245537
755914245539|755914245537
755914245540|755914245537
755914245541|755914245537
755914245542|755914245537
755914245543|755914245537
755914245545|755914245537
755914245547|755914245537
755914246179|755914246178
755914246180|755914246178
755914246181|755914246178
755914246182|755914246178
755914246183|755914246178
755914246189|755914246178
755914246190|755914246178
755914246191|755914246178
755914246521|755914246520
755914246522|755914246520
755914246523|755914246520
755914246524|755914246520
755914246525|755914246520
755914246527|755914246520
1030792153478|1030792153477
1030792153479|1030792153477
1030792153480|1030792153477
1030792153481|1030792153477
1030792153482|1030792153477
1030792153483|1030792153477
1030792153484|1030792153477
893353200014|893353200013
893353200015|893353200013
893353200016|893353200013
893353200017|893353200013
893353200018|893353200013
893353200019|893353200013
893353200022|893353200013
893353200024|893353200013
893353200028|893353200013
962072676768|962072676767
962072676769|962072676767
893353200035|893353200034
893353200036|893353200034
893353200037|893353200034
893353200038|893353200034
893353200039|893353200034
893353200040|893353200034
893353200043|893353200034
893353200044|893353200034
687194770314|687194770313
687194770316|687194770313
687194770318|687194770313
412316863376|412316863375
412316863377|412316863375
412316863378|412316863375
687194770329|687194770328
687194770330|687194770328
687194770331|687194770328
687194770332|687194770328
962072677495|962072677494
962072677496|962072677494
962072677497|962072677494
962072677498|962072677494
962072677499|962072677494
962072677500|962072677494
962072677507|962072677494
755914247302|755914247301
755914247303|755914247301
755914247304|755914247301
755914247308|755914247301
755914247309|755914247301
824633724047|824633724046
824633724048|824633724046
824633724052|824633724046
824633724053|824633724046
824633724054|824633724046
824633724058|824633724046
824633724060|824633724046
824633724063|824633724062
824633724064|824633724062
824633724065|824633724062
824633724066|824633724062
824633724067|824633724062
824633724068|824633724062
893353200938|893353200937
893353200939|893353200937
893353200940|893353200937
893353200942|893353200937
893353200943|893353200937
1030792154420|1030792154419
1030792154429|1030792154419
412316863810|412316863809
412316863811|412316863809
412316863812|412316863809
412316863813|412316863809
412316863814|412316863809
412316863817|412316863809
824633724243|824633724242
824633724244|824633724242
824633724245|824633724242
824633724246|824633724242
824633724247|824633724242
824633724248|824633724242
755914247516|755914247515
755914247517|755914247515
755914247518|755914247515
755914247519|755914247515
755914247520|755914247515
343597387107|343597387106
343597387108|343597387106
274877910374|274877910373
274877910375|274877910373
274877910376|274877910373
274877910377|274877910373
274877910378|274877910373
274877910379|274877910373
274877910382|274877910373
274877910383|274877910373
274877910385|274877910373
274877910386|274877910373
755914247540|755914247539
755914247541|755914247539
755914247543|755914247539
755914247544|755914247539
755914247546|755914247539
755914247547|755914247539
755914247548|755914247539
687194770814|687194770813
687194770815|687194770813
893353201025|893353201024
893353201026|893353201024
412316863876|412316863875
412316863879|412316863875
412316863882|412316863875
412316863883|412316863875
412316863885|412316863875
412316863888|412316863875
412316863913|412316863912
412316863914|412316863912
412316863915|412316863912
412316863916|412316863912
962072677808|962072677807
962072677809|962072677807
962072677810|962072677807
962072677811|962072677807
962072677812|962072677807
962072677817|962072677807
962072677818|962072677807
962072677819|962072677807
962072677820|962072677807
755914247614|755914247613
755914247615|755914247613
755914247616|755914247613
755914247628|755914247613
687194770894|687194770893
687194770895|687194770893
687194770896|687194770893
687194770897|687194770893
687194770898|687194770893
687194770899|687194770893
687194770900|687194770893
687194770904|687194770893
687194770905|687194770893
618475294174|618475294173
618475294175|618475294173
618475294176|618475294173
618475294178|618475294173
618475294180|618475294173
481036340711|481036340710
481036340712|481036340710
481036340713|481036340710
481036340714|481036340710
481036340717|481036340710
481036340724|481036340710
274877910522|274877910521
274877910523|274877910521
274877910524|274877910521
274877910525|274877910521
274877910528|274877910521
274877910529|274877910521
549755817481|549755817480
549755817482|549755817480
549755817483|549755817480
549755817484|549755817480
274877910543|274877910542
274877910544|274877910542
274877910545|274877910542
274877910546|274877910542
274877910547|274877910542
274877910548|274877910542
274877910551|274877910542
274877910552|274877910542
274877910554|274877910542
274877910558|274877910542
274877910559|274877910542
549755817506|549755817505
549755817507|549755817505
824633724453|824633724452
824633724454|824633724452
824633724455|824633724452
824633724456|824633724452
755914247722|755914247721
755914247724|755914247721
824633724464|824633724463
824633724465|824633724463
824633724468|824633724463
824633724475|824633724463
755914247741|755914247740
755914247743|755914247740
755914247745|755914247740
755914247748|755914247740
755914247752|755914247751
755914247753|755914247751
755914247754|755914247751
755914247755|755914247751
824633724493|824633724492
824633724494|824633724492
824633724497|824633724492
824633724498|824633724492
824633724499|824633724492
824633724502|824633724492
824633724503|824633724492
824633724504|824633724492
755914247770|755914247769
824633724508|824633724507
824633724509|824633724507
824633724511|824633724510
824633724512|824633724510
824633724516|824633724515
824633724517|824633724515
824633724520|824633724515
824633724521|824633724515
824633724526|824633724515
824633724532|824633724531
824633724534|824633724531
824633724536|824633724531
824633724537|824633724531
755914247804|755914247803
755914247805|755914247803
755914247806|755914247803
755914247807|755914247803
755914247810|755914247803
755914247818|755914247817
824633724556|824633724555
824633724557|824633724555
343597387436|343597387435
343597387437|343597387435
343597387438|343597387435
343597387439|343597387435
343597387440|343597387435
343597387441|343597387435
343597387446|343597387435
343597387449|343597387435
343597387458|343597387457
343597387465|343597387457
824633724625|824633724624
824633724627|824633724624
412316864215|412316864214
412316864216|412316864214
412316864222|412316864214
412316864225|412316864214
412316864227|412316864214
412316864229|412316864214
343597387500|343597387499
343597387501|343597387499
343597387504|343597387499
274877910770|274877910769
274877910771|274877910769
274877910772|274877910769
412316864246|412316864245
412316864247|412316864245
412316864248|412316864245
412316864249|412316864245
893353201403|893353201402
893353201404|893353201402
824633725016|824633725015
824633725017|824633725015
824633725018|824633725015
824633725019|824633725015
824633725021|824633725015
824633725025|824633725024
824633725026|824633725024
824633725027|824633725024
824633725028|824633725024
824633725029|824633725024
824633725030|824633725024
824633725031|824633725024
824633725034|824633725024
824633725037|824633725024
687194771573|687194771572
1030792155645|1030792155644
1030792155647|1030792155646
1030792155648|1030792155646
1030792155649|1030792155646
1030792155650|1030792155646
1030792155652|1030792155646
1030792155656|1030792155646
1030792155658|1030792155646
1030792155660|1030792155659
1030792155661|1030792155659
1030792155663|1030792155659
1030792155664|1030792155659
1030792155665|1030792155659
1030792155667|1030792155659
618475295254|618475295253
618475295255|618475295253
618475295257|618475295253
618475295259|618475295253
618475295260|618475295253
618475295261|618475295253
618475295270|618475295253
618475295271|618475295253
618475295272|618475295253
549755818552|549755818551
549755818553|549755818551
549755818555|549755818551
893353202256|893353202255
893353202257|893353202255
893353202258|893353202255
893353202259|893353202255
893353202260|893353202255
893353202263|893353202255
893353202264|893353202255
893353202266|893353202255
687194772063|687194772062
687194772064|687194772062
687194772065|687194772062
687194772067|687194772062
687194772070|687194772062
893353202280|893353202279
893353202281|893353202279
893353202282|893353202279
893353202283|893353202279
893353202284|893353202279
893353202285|893353202279
893353202286|893353202279
893353202291|893353202279
687194772089|687194772088
687194772090|687194772088
687194772091|687194772088
687194772093|687194772088
687194772094|687194772088
687194772095|687194772088
687194772097|687194772088
687194772100|687194772088
687194772105|687194772088
687194772107|687194772106
687194772108|687194772106
687194772114|687194772113
687194772115|687194772113
824633725780|824633725779
824633725782|824633725781
824633725784|824633725781
824633725788|824633725781
893353202538|893353202537
893353202541|893353202537
893353202544|893353202537
893353202545|893353202537
893353202548|893353202547
893353202550|893353202547
893353202554|893353202553
893353202555|893353202553
962072679293|962072679292
962072679294|962072679292
962072679295|962072679292
962072679296|962072679292
962072679301|962072679292
962072679307|962072679292
893353202612|893353202611
893353202613|893353202611
893353202615|893353202611
893353202617|893353202611
893353202626|893353202611
824633725893|824633725892
1030792156159|1030792156158
1030792156160|1030792156158
1030792156161|1030792156158
1030792156162|1030792156158
1030792156163|1030792156158
1030792156164|1030792156158
1030792156165|1030792156158
1030792156203|1030792156202
1030792156204|1030792156202
1030792156205|1030792156202
1030792156206|1030792156202
1030792156210|1030792156209
1030792156211|1030792156209
1030792156250|1030792156249
1030792156253|1030792156249
1030792156254|1030792156249
1030792156259|1030792156249
962072679569|962072679568
962072679570|962072679568
962072679571|962072679568
1030792156324|1030792156323
1030792156325|1030792156323
1030792156326|1030792156323
1030792156327|1030792156323
1030792156328|1030792156323
1030792156329|1030792156323
1030792156330|1030792156323
1030792156331|1030792156323
1030792156332|1030792156323
893353202863|893353202862
893353202864|893353202862
