328,Melbourne_Business_School
344,Perth_Institute_of_Business_and_Technology
352,Lauder_Business_School
360,University_of_Liège
368,Katholieke_Universiteit_Leuven
392,National_Academy_of_Health_&_Business
400,Edwards_School_of_Business
408,Algonquin_College
432,Hong_Kong_Adventist_College
440,Xinjiang_University_of_Finance_and_Economics
464,Shenzhen_University
496,New_Generation_University_College
536,Academy_of_European_Law
544,Centre_for_Studies_in_Social_Sciences
552,Dr._R._Ahmed_Dental_College_and_Hospital
568,Hi-Tech_Institute_of_Engineering_&_Technology
576,Fatima_Mata_National_College
584,Vidya_Devi_Jindal_School
624,Dayanand_College
640,Rani_Dhanya_Kumari_College
656,Deshbandhu_College_for_Girls
664,Aditanar_College_of_Arts_and_Science
680,International_Institute_of_Information_Technology,_Pune
696,Indian_Institute_of_Technology_Varanasi
704,Model_Engineering_College
720,Gogte_Institute_of_Technology
736,University_Law_College,_Bangalore
752,Bose_Institute
768,Sawai_ManSingh_Medical_College
792,Sanskrit_College
808,Sri_C._Achutha_Menon_Government_College
816,Amrapali_Institute_–_Lamachaur
824,Chanakya_National_Law_University
848,Muhammadiyah_University_of_Makassar
856,Mechanical_Engineering_Department_of_Amirkabir_University_of_Technology
864,S._Pio_V_University_of_Rome
872,Polytechnic_University_of_Turin
880,Shukutoku_University
896,Fermatta_Music_Academy
912,EGADE_Business_School
928,Autonomous_University_of_Chihuahua
936,International_Institute_of_Social_Studies
976,Universidad_San_Ignacio_de_Loyola
984,Antenor_Orrego_Private_University
1000,Santa_Rosa_Science_and_Technology_High_School
1008,PAREF_Westbridge_School
1056,West_Negros_University
1088,The_Priory_Institute
1128,Tibiscus_University_of_Timişoara
1136,Moscow_State_Aviation_Technological_University
1144,Kazan_State_Technological_University
1152,Saint_Petersburg_State_Polytechnical_University
1160,Krasnoyarsk_State_University
1168,Higher_Chemical_College_of_the_Russian_Academy_of_Sciences
1184,Academy_of_Fine_Arts_and_Design_in_Bratislava
1192,Academy_of_Performing_Arts_in_Bratislava
1224,British_Gynaecological_Cancer_Society
1248,George_R._Brown_School_of_Engineering
1256,The_Art_Institute_of_Cincinnati
1264,Midlands_Technical_College
1272,Graduate_Theological_Union
1304,Florida_Interactive_Entertainment_Academy
1312,Academy_of_Art_University
1328,Yale_School_of_Public_Health
1336,Texas_Exes
1344,University_of_California,_San_Diego
1352,Dillon_Hall
1360,Saint_Louis_University_School_for_Professional_Studies
1368,McMicken_College_of_Arts_and_Sciences
1376,University_of_California,_Berkeley_School_of_Optometry
1384,Francis_Marion_University
1400,Western_Seminary
1456,Cornell_University_School_of_Industrial_and_Labor_Relations
1464,Le_Quy_Don_Technical_University
5744,Filmacademy_Vienna
5760,University_of_Sarajevo
5768,School_of_Economics,_Business_and_Accounting_of_the_University_of_São_Paulo
5824,Innis_College,_Toronto
5832,University_of_N'Djamena
5848,City_University_of_Hong_Kong
5864,University_of_Science_and_Technology_Beijing
5896,Center_for_Electron_Nanoscopy
5904,University_of_Copenhagen_Faculty_of_Health_Sciences
5912,St_Mary's_College,_Oscott
5936,Wollega_University
5944,New_Generation_University_College
5952,Mekelle_Institute_of_Technology
5968,École_Militaire
5984,Pierre_and_Marie_Curie_University
5992,École_pour_l'informatique_et_les_nouvelles_technologies
6008,International_Summer_University_Kassel
6016,Technological_Educational_Institute_of_Piraeus
6032,Thakur_College_of_Science_and_Commerce
6040,Narula_Institute_of_Technology
6056,Sree_Chaitanya_College
6064,Mahishadal_Raj_College
6088,Sarojini_Naidu_College_for_Women
6120,Barasat_College
6144,National_Institute_of_Agricultural_Extension_Management
6160,Behala_College
6168,Madras_School_of_Social_Work
6184,Maya_Academy_of_Advanced_Cinematics
6192,Heritage_Institute_of_Technology,_Kolkata
6200,Coimbatore_Institute_of_Technology
6208,Naba_Barrackpore_Prafulla_Chandra_Mahavidyalaya
6216,Maharaja_Ganga_Singh_University
6240,Women's_College,_Shillong
6272,American_College,_Madurai
6288,Lucknow_College_of_Arts_and_Crafts
6312,Adikavi_Nannaya_University
6320,State_University_of_Surabaya
6336,University_of_Pattimura
6352,Brigham_Young_University_Jerusalem_Center
6368,Lorenzo_de'_Medici_School
6408,Hamamatsu_University_School_of_Medicine
6416,Hamamatsu_University
6424,Chiba_University
6456,Chapingo_Autonomous_University
6472,Open_University_in_the_Netherlands
6480,Academie_Minerva
6488,Lahore_University_of_Management_Sciences
6512,Iqra_University
6520,Quaid-e-Awam_University_of_Engineering,_Science_and_Technology
6560,Saint_Gabriel_College
6568,ABE_International_Business_College
